,depot,WinMart+,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,Trường Mầm non Hoa Mai,Trường mầm non Vườn Hồng,WinMart+,WinMart+,Siêu thị Đức Thành,WinMart+,Siêu Thị T-Mart,Trường Trung học cơ sở Tân Định,Trường Tiểu học Hoàng Liệt,WinMart+,WinMart+,Cục Dự trữ Nhà nước khu vực Hà Nội,Trường Mầm Non Đại Từ,WinMart+,Cà Phê Parkland,Trường Mầm non Định Công (Cơ sở 3),Highlands Coffee,WinMart+,WinMart+,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),WinMart+,WinMart+,Trường Mầm non Sao Mai,KFC,Trường Đại học Công nghệ và Quản lý Hữu ,Không có tên,WinMart+,Không có tên,WinMart+,MM Mega Market Hoàng Mai,Trường Tiểu học Đại Kim,Không có tên,Không có tên,Cà Phê 3k,Không có tên,WinMart+,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,AEON MaxValu Linh Đàm,WinMart+,WinMart+,WinMart+,Trường Mầm Non Hoạ Mi,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,WinMart+,WinMart+,Trường Mầm non A Tứ Hiệp,Cà Phê KOK,Không có tên,Trường Đại học Kinh tế - Kỹ thuật Công n,WinMart+,Trường Quốc tế Singapore,WinMart+,Trường Tiểu học Tam Hiệp,WinMart+,Delícia Coffee & Lounge,UBND phường Khương Thượng,WinMart+,Siêu thị B11 Kim Liên,WinMart+,Cà Phê Big One,Trường Mầm non Đại Thanh,siêu thị 24h ninja mark,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B),WinMart+,Không có tên,Quan an Nam Nhu 1,WinMart+,Taste Tea,WinMart+,WinMart+,Trường Cao đẳng Hà Nội,TK mark,Hội đồng nhân dân - Ủy ban nhân dân phườ,Trung tâm Công nghệ Phần mềm Thủy lợi,WinMart+,Không có tên,Cafe Dinh,Trường Trung học cơ sở Yên Mỹ,WinMart+,Coffee Cây,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),Trường Mầm non Lĩnh Nam (cơ sở 2),Chợ Nhân Chính,Cục Sở hữu Trí tuệ,WinMart+,Kho bạc Nhà nước Đống Đa,Tịnh Cafe,Trường Mầm non Yên Mỹ,WinMart+,5050 Rooftop Cafe & Pub,Thuế cơ sở 4 thành phố Hà Nội,Trường Trung học cơ sở Lĩnh Nam,WinMart+,WinMart+,WinMart+,Cửa Hàng Tiện Lợi BV Mart,Đảng uỷ - HĐND - UBND phường Thanh Xuân,Starbucks,WinMart+,WinMart+,WinMart+,Phường Ô Chợ Dừa,Chợ Xanh Văn Quán,Noble Moment,WinMart+,Co.opmart,WinMart+,9.0cafe,The Coffee House,Cục Tần số vô tuyến điện,Everything Coffee 'N Bagel,Starbucks,Chợ Trung Kính,Trường Mầm non Kim Lan,WinMart+,Trường Trung học cơ sở Văn Đức,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,Trường Mầm non Văn Đức (điểm Chử Xá),WinMart+
WinMart+,21.319357,21.076505,21.330499,21.864252,20.608955,22.543420,19.796834,23.095317,20.188010,20.099723,21.409127,20.975261,17.659732,21.309767,26.548812,18.165895,23.683198,19.553430,15.285846,19.502003,26.759794,24.259536,21.194912,20.680521,18.570473,16.132332,18.316099,24.022410,24.483189,17.427387,18.402100,22.968909,24.147777,15.227467,23.818303,25.764240,17.672759,19.152336,14.349391,22.778771,27.081322,24.031603,17.169019,23.982208,22.592649,17.077003,24.384129,24.677186,0.000000,18.328606,26.785671,23.532951,21.915513,16.430943,26.244093,23.372706,17.080796,23.261886,21.775459,24.686869,26.005301,13.924211,24.251992,21.117827,24.400567,20.782133,24.967492,27.124541,17.205348,23.138714,24.312802,23.703302,25.291364,25.532532,24.332235,24.120389,27.290947,23.279833,15.305655,18.315902,24.400768,23.285841,28.171656,25.636307,23.480562,26.273736,22.700320,24.327807,23.825076,21.545351,19.131554,23.604810,23.827494,20.791261,23.647907,20.191859,14.971747,23.308687,24.183990,22.385527,19.335639,26.224418,17.629322,18.890365,21.901598,19.444425,20.199023,24.395834,23.372342,19.934397,23.104155,20.099572,21.616656,20.480382,24.797022,24.320755,23.305892,20.210472,20.112203,21.431368,25.227191,21.494481,23.850606,20.956676,24.169536,21.350716
Trường Tiểu học Chu Văn An,21.336790,21.091510,21.117920,22.231051,22.252110,20.584912,19.499847,23.220892,21.411460,19.906243,22.092313,20.667746,21.928930,21.871949,22.395862,17.941150,23.761833,21.612628,19.791768,18.840362,23.757848,24.532094,16.932600,22.842345,17.814542,21.479454,16.723234,23.955923,24.463014,22.019312,12.962316,19.016248,23.972963,18.750304,24.484074,23.590694,17.785788,15.735333,18.967394,22.904909,24.747383,18.364502,16.289412,23.927012,17.978358,21.655195,17.618311,24.950098,19.849332,0.000000,24.509758,23.890424,17.413347,19.947778,24.109662,23.397276,19.389007,21.548980,21.630497,16.574870,25.697690,19.886199,22.530313,21.260494,22.769937,20.990671,23.367222,22.724083,21.229631,18.937298,24.499363,22.484822,27.541442,25.306189,24.599854,23.160460,23.388415,17.908462,18.396823,20.615493,23.077640,22.437757,25.824852,21.773343,23.574815,26.896154,22.120748,20.123247,24.785724,22.197033,20.834718,22.583293,22.954350,21.676496,23.889845,21.374251,18.377385,22.632370,25.750329,21.969428,21.003898,27.489976,21.534081,20.723220,22.458489,21.111806,21.527772,23.153171,22.705637,20.660630,23.209550,21.321327,24.182439,21.609791,24.295439,24.943843,23.296039,21.290783,22.535119,22.103111,26.243617,22.192414,24.686671,21.808905,25.006244,22.025645
WinMart+,27.369038,29.617829,25.664916,27.109453,28.835677,25.741611,26.130088,30.621478,24.835015,28.679253,21.776332,29.915515,27.001288,24.263128,25.440340,27.332554,29.906389,27.341154,22.024369,29.377793,23.857524,31.232433,26.954522,26.895785,27.623941,26.205222,28.073367,28.897417,29.349339,21.328077,26.500372,29.557834,26.901169,24.786919,26.529874,24.453021,26.509031,26.242105,26.938388,27.924808,26.488397,30.775152,26.477011,28.527093,26.930330,19.094099,30.699961,27.862820,24.213794,24.683896,0.000000,17.033160,26.006166,26.799394,20.683832,24.644705,26.601346,25.395142,24.881258,27.239371,28.741856,26.071264,28.155383,28.006867,18.026994,27.060930,17.986519,33.875990,25.321613,27.775498,27.911922,27.456227,27.223111,27.905540,20.727881,17.597117,33.514260,30.544236,25.771211,25.733012,21.245997,28.919352,27.002044,30.611780,25.013266,28.825338,21.839805,26.340871,27.375363,28.863201,25.488695,29.211689,21.580338,27.766833,25.381704,26.560277,26.389743,21.137309,25.591412,21.774055,25.982810,28.519027,26.029803,25.715163,26.239599,26.791591,27.029285,29.730944,19.607984,24.088789,28.756948,28.904644,27.809060,26.751500,30.277724,26.137144,29.935808,25.090029,25.153625,29.110400,25.995292,28.582692,24.353109,27.475810,24.704555,28.209941
WinMart+,25.423985,26.952595,24.290938,25.301662,25.768101,23.989178,24.798273,27.545872,22.948764,26.435735,20.558992,27.819547,24.710054,22.926653,22.746865,25.578555,27.522337,19.889346,21.323981,27.580361,21.425075,29.160104,25.620708,18.498116,25.907871,24.509672,26.248925,27.161566,26.882533,19.120723,25.163372,27.846555,25.685633,23.717045,25.335192,20.808634,25.165903,24.987483,25.384768,26.690465,23.362819,28.842079,25.153776,26.935013,25.833058,16.936233,28.892540,26.597614,23.591652,23.825498,16.902888,0.000000,25.046156,23.531444,19.487145,23.796311,23.045836,24.483397,15.504829,25.980058,27.040540,23.368023,19.774862,24.185223,16.166191,22.889011,17.596735,31.465739,22.361429,26.649615,26.896191,22.843016,26.081754,26.501401,16.557105,15.923624,31.307093,29.221369,22.445392,22.936593,18.268024,23.109470,23.317623,29.156235,24.459939,27.361032,19.539177,25.472928,26.383767,23.847820,21.772773,23.510000,19.468054,23.334500,24.767350,23.424093,23.258287,19.001277,24.720543,19.798731,22.347618,27.209333,23.374883,22.482808,22.348535,23.326846,23.560694,24.661070,17.714530,21.942227,24.506751,25.554751,24.533543,23.646839,25.313934,23.709360,25.154242,22.243395,22.790381,23.935428,25.569517,24.235500,24.049739,23.381881,24.390138,24.574916
Trường Mầm non A Tứ Hiệp,24.232574,24.786265,18.910554,24.500286,24.977892,22.933964,20.674478,25.800859,24.066363,22.877705,24.355567,23.126809,23.625342,24.271230,24.547735,22.434917,25.962358,24.571762,21.673272,23.395262,26.161614,16.216868,21.717307,25.281657,22.441689,24.219009,23.167281,26.057683,26.377749,24.548451,20.416334,13.924325,19.671220,23.388081,20.266764,25.574140,23.663085,21.189388,22.859061,19.977762,26.692376,18.660697,22.504806,25.945863,11.891136,23.888220,19.605245,20.049579,23.880566,19.010164,26.406970,25.548434,0.000000,23.498953,25.990041,25.198837,22.644205,19.477839,25.601233,21.373584,27.589832,23.436652,26.689410,24.041050,25.747115,23.403587,24.761189,17.137404,24.211998,11.642294,20.700287,26.486625,26.964588,27.408699,26.174209,25.479533,16.261692,19.863837,21.602318,23.081834,27.630968,27.075642,27.535259,16.310798,17.484356,28.010640,26.652759,16.439227,25.415824,27.101089,25.869551,27.113936,26.952136,26.623926,17.475682,23.216028,21.280601,26.626944,24.306880,27.304745,23.109877,23.022461,23.661311,22.908887,25.874338,23.250582,23.494040,27.341906,24.533818,23.149887,27.017360,23.140018,25.359073,23.416059,27.756491,26.029520,27.586834,22.918465,24.114718,27.235826,25.165802,27.028539,23.967904,26.522385,24.183535,23.390463
Cà Phê KOK,22.332380,22.271384,22.199852,22.824520,21.622450,24.541349,20.821267,24.203154,21.238541,21.662297,22.303190,22.368785,19.122371,22.099078,27.345469,19.876907,24.671262,20.849869,16.486080,21.028189,27.640243,25.366791,22.275630,28.164371,22.045740,17.507580,20.192661,24.815516,25.392070,18.592254,19.833848,23.967570,24.831558,19.172409,24.507458,26.482279,15.450563,20.367965,17.337037,23.568705,27.960814,25.174278,18.621459,24.736869,23.420552,24.776081,25.461043,25.511750,16.191852,19.637945,27.644183,23.821775,22.713646,0.000000,26.822116,23.971908,19.901096,23.866452,21.760173,23.161130,26.804108,15.604762,24.887432,19.993441,24.789605,19.605459,25.438718,28.188285,13.721579,23.922697,24.997958,24.353642,25.919913,26.250303,24.766719,24.554820,28.280906,20.688740,13.743710,16.975280,25.051640,23.679220,29.182623,26.443711,23.992836,26.977761,22.940489,24.968290,24.375724,21.491354,19.425571,24.091028,24.225933,20.610436,24.256186,19.005189,13.931105,23.606832,24.751754,22.558110,20.369699,26.877749,16.736392,17.661729,20.299214,18.104058,18.889905,24.984722,23.536202,19.720977,21.875240,19.011094,20.324634,19.318395,23.237018,20.656027,22.124621,19.312900,19.294961,24.101383,25.519944,20.460589,24.095692,20.078069,24.409467,20.463748
Không có tên,24.795141,26.180662,21.656946,21.802320,24.953722,23.427264,24.421396,23.495459,22.356842,25.756118,18.276466,27.276503,24.034400,20.376867,22.021700,25.005332,21.277776,24.453733,21.082975,27.098564,18.499245,28.619342,25.240467,23.347051,25.340890,23.934998,25.650169,23.775031,24.778931,24.179619,24.676569,27.376732,24.330951,23.301200,23.917621,20.011735,24.677858,24.515648,24.837318,26.329708,17.199027,28.175420,24.674045,22.461370,25.504035,22.408022,28.262332,25.367508,23.070265,23.431665,19.027255,18.425498,24.753767,25.159201,0.000000,22.435215,24.839583,23.215735,23.242298,25.508146,25.562839,24.681231,24.205562,25.892811,19.338936,24.854741,14.964965,30.712206,23.811731,26.309193,25.974200,25.012875,24.893675,25.145292,19.328960,19.970668,30.595208,28.687984,24.187598,24.341098,22.356984,25.717926,22.812733,28.735891,23.658711,26.142909,24.931805,24.535039,25.920678,26.001341,23.924592,25.967662,21.318513,25.340782,23.834230,24.811284,24.679320,22.098307,23.556026,26.482397,24.165911,26.093429,24.562057,24.061258,24.271924,24.894773,25.105408,26.640375,19.059691,23.033859,26.216855,26.760410,25.840987,25.014168,27.660216,24.739967,27.438717,23.663745,23.974893,26.633152,26.189075,26.480000,24.504662,25.647871,24.854647,26.403456
Trường Đại học Kinh tế - Kỹ thuật Công n,22.602232,23.345702,21.303797,20.602714,22.822082,21.923370,29.818597,20.728454,22.007074,23.057352,21.623508,29.622308,22.212871,18.945632,22.375732,22.628278,19.964508,22.486481,20.350384,29.100940,23.820678,28.385305,27.298795,23.317371,23.192114,22.166587,22.998581,16.109890,19.186173,22.546229,25.401225,28.103852,19.271213,27.476541,18.658364,21.786240,28.075867,26.054734,22.792079,25.947438,21.494777,29.222237,22.420346,14.309611,26.257121,21.935006,29.131192,25.255312,21.585738,26.562283,22.398067,21.245352,25.681459,22.326978,21.078312,0.000000,22.445748,21.566514,20.324809,26.357236,14.226116,26.841836,23.228235,22.813295,22.261613,21.650748,20.895935,30.932774,27.493061,26.326986,19.573691,23.522775,15.019700,11.153125,22.485304,22.138500,30.668224,28.720520,23.087931,25.765600,24.402348,23.891542,23.703041,29.071075,22.088707,15.173451,23.474130,23.303374,14.153363,24.042152,23.000296,23.949728,23.942044,23.666941,22.328568,23.259593,23.210363,23.625701,14.502135,24.210813,22.986476,17.675744,23.133317,22.850346,23.027075,23.357477,23.499819,24.280209,21.416549,22.098599,24.099328,24.462730,23.894689,23.426551,24.929095,23.205347,24.792732,22.561438,22.787775,24.361139,21.739422,24.307057,20.648848,23.840075,20.917380,24.275312
WinMart+,27.756574,28.790406,22.604313,23.294219,22.118764,22.746607,22.410686,24.758824,21.751388,24.441456,25.163657,21.366093,19.845745,26.248045,26.710251,19.946045,25.159562,21.489329,17.054297,20.228798,26.957092,24.051824,21.476672,27.526689,21.411140,18.178123,19.384407,25.209171,29.019917,25.664262,19.298657,22.970951,25.162730,18.332720,24.849306,25.588110,15.855731,19.837081,20.808041,24.567472,27.391562,23.954294,18.334046,25.111701,22.641528,23.298328,24.262347,25.990769,17.117987,19.220552,27.046939,23.216270,22.051395,18.732001,26.079821,24.268820,0.000000,24.155663,15.349640,22.445116,27.200232,16.344007,23.096374,18.777325,24.022043,18.105870,24.734867,26.596834,17.284698,23.125095,24.179528,21.428092,26.230367,26.601907,24.061540,23.817527,26.782452,20.285934,15.271247,20.712779,24.112072,21.462294,28.930353,25.322091,23.447651,27.325041,21.770288,24.299672,24.646735,19.666606,17.853570,22.091999,23.432962,19.162224,23.702705,21.287332,21.031233,22.761481,25.027795,22.209625,19.112377,27.202270,21.608843,19.833531,19.020310,20.769004,18.976509,23.638117,22.856953,20.246133,23.089799,20.833463,22.656724,21.550846,22.529878,22.235667,19.762739,17.838342,20.977390,23.003818,25.654067,20.509362,24.204130,22.625610,24.522887,21.882638
Trường Quốc tế Singapore,29.928244,31.897055,25.660103,20.558820,30.195427,27.721635,31.414684,20.611838,28.027969,28.546783,21.605585,31.153772,22.214127,18.969387,28.786020,29.061246,19.847556,22.507301,20.466972,30.238328,30.741327,29.056696,27.364939,23.358212,26.799121,22.235856,28.929110,18.913819,20.293353,22.618266,25.040073,28.692483,20.863540,27.982349,13.367797,23.265417,28.879643,25.926686,26.691968,25.460369,23.049223,30.617779,27.159871,19.242882,26.036644,22.071435,30.432183,22.857058,27.996522,26.737416,23.835640,22.591920,25.216646,27.347788,22.526035,16.477886,25.894896,0.000000,20.517162,26.513592,22.531701,27.148173,24.581699,27.750046,23.524739,26.574270,22.303349,33.305894,28.216705,26.245935,21.370935,26.960907,17.551707,18.034606,23.817495,23.356520,32.812848,29.713312,26.973593,25.849599,25.669986,25.141413,25.079743,30.187139,20.669147,16.910893,24.722134,22.046539,16.617984,25.244953,26.325317,25.191511,25.123835,24.828185,20.914869,26.384517,25.384238,24.808687,17.095304,25.427419,26.356477,19.822109,24.038532,26.194715,24.148988,26.679842,26.861945,25.480541,22.564773,24.488252,25.249651,26.167002,27.188186,26.548276,26.042278,26.739637,28.777434,26.652952,25.417933,25.494060,22.355056,27.712367,21.295930,26.968354,21.539117,27.045737
WinMart+,25.127563,26.186806,24.247627,25.002693,25.166545,18.630685,24.655029,26.536851,23.145950,20.305671,21.806159,27.048899,18.092315,23.525194,23.021359,19.975905,26.706263,16.387875,16.480850,26.918268,22.805728,28.209353,25.330628,22.788811,18.793516,15.943985,21.113811,25.478433,26.570524,14.489727,20.865113,27.165905,25.688827,17.002859,25.391092,21.265824,15.678013,24.758512,17.268640,26.278937,23.657086,27.946249,20.870813,24.394497,25.555322,12.310148,28.040314,26.462965,16.398417,20.182770,23.319003,19.238206,24.886812,16.775055,22.688518,24.058005,15.448322,24.648598,0.000000,25.625867,26.812474,16.034788,15.455643,18.234892,20.087415,16.069882,21.860441,30.140888,16.136579,26.267124,26.755338,16.427963,26.028484,26.378190,20.183417,22.119393,30.073441,28.518658,20.935088,21.697613,21.754314,20.585934,25.896333,28.419127,24.554121,27.111157,19.552067,25.432554,26.300842,21.764512,20.030701,21.094038,21.679683,21.463371,24.810617,22.138544,21.958955,21.035643,24.841785,22.230104,20.752011,27.005025,22.285188,21.085256,20.638455,21.885823,22.127130,22.649529,21.559391,21.001751,22.819459,24.311601,23.257853,22.379212,24.989578,22.734253,24.835329,21.010915,21.746594,23.557145,25.559789,23.924056,24.121529,23.061991,24.439799,24.314502
Trường Tiểu học Tam Hiệp,31.284050,33.256093,29.580958,30.224179,31.653520,29.224508,32.441068,32.157431,29.496055,30.084092,30.284336,30.731370,29.504276,29.627878,30.351078,16.806365,31.654585,29.929860,26.078370,30.160235,32.183612,30.822218,15.032604,30.403505,16.529991,29.204556,15.789392,30.833065,31.659901,29.460120,14.451053,26.651481,27.089812,18.628079,27.485355,31.037980,18.124842,13.751927,18.770577,29.158267,31.913478,16.407484,16.824146,30.506477,23.567697,28.337124,14.744246,28.312979,24.876974,16.392424,31.774496,30.345383,22.316454,19.334581,30.763607,28.810808,19.043094,25.757715,29.487713,0.000000,32.294071,26.322109,31.727844,20.165939,30.105065,20.160932,29.418808,26.391843,26.653869,22.931287,27.313504,21.294095,30.532944,31.354933,30.975599,29.767412,27.122788,15.753251,25.107096,22.651951,32.253052,31.593332,32.659332,24.581228,21.173704,31.828334,31.207615,21.359548,28.746385,25.967718,24.607360,31.629853,31.062957,25.264273,21.422147,27.808634,27.702371,30.735037,29.144889,31.711750,24.900080,28.851145,24.829393,24.717881,25.795278,25.143218,25.399318,31.689056,28.234888,23.993136,31.124623,26.728243,27.336170,26.136422,27.091608,28.503983,26.433514,24.599762,25.206902,31.267991,28.165085,25.490083,26.410307,24.933285,26.713394,25.109428
WinMart+,28.138805,29.716009,26.670454,27.017869,30.538221,27.300715,32.179092,29.516176,27.284644,28.883899,28.124854,30.210654,28.452214,24.095521,28.362057,27.764226,29.573094,28.626373,24.136042,29.721449,31.155649,31.232348,27.693312,29.437160,28.393305,27.650871,28.215848,22.606692,29.681084,28.083036,26.875834,29.831307,25.072065,25.803457,24.276163,27.416023,26.915796,26.689115,27.878995,27.683614,27.331587,30.665955,26.875668,18.712499,27.515022,26.631664,30.607791,26.966519,25.603406,25.373841,28.127119,25.863088,26.692972,26.727041,26.030146,15.165668,26.909799,28.063948,23.892684,27.412347,0.000000,26.128658,28.899469,27.251429,26.870621,25.578990,28.128154,32.986067,24.666814,28.199027,25.806235,28.180392,22.492120,21.710471,27.603257,26.517458,32.698257,30.346241,27.086229,26.858225,29.951067,29.124400,29.692265,30.644069,26.327215,26.269617,28.569293,28.239962,18.945433,29.041984,27.191687,29.203626,28.769420,28.338645,26.798576,27.232481,27.158209,28.337607,19.849462,29.403766,27.122155,26.098414,26.790808,26.773013,27.309629,27.525531,27.696461,29.434537,25.125304,25.232278,28.850356,28.849252,28.110906,27.429808,29.738703,26.764474,29.501818,26.225574,26.263049,29.074077,24.725547,28.676555,22.917442,27.983834,23.360833,28.336304
Delícia Coffee & Lounge,21.731702,21.575905,21.475817,22.500914,22.552270,21.167093,20.070067,23.440468,21.767958,20.712655,22.382251,21.475665,22.342652,22.170324,22.646757,18.914231,23.949686,17.743967,14.828436,19.925585,23.963980,24.872859,21.594277,23.112936,16.271670,15.386789,18.875871,24.119486,24.595108,16.373352,18.833890,23.446702,24.210635,14.497585,24.695207,23.553387,16.083391,19.586072,14.132420,23.149818,24.750837,24.728302,17.492308,24.082784,22.971911,22.130845,25.057695,25.166464,13.525043,18.715311,24.514462,23.608156,22.256688,15.543828,24.107478,23.552214,19.000917,21.849998,19.993534,25.374255,25.768373,0.000000,21.772010,17.486680,24.284029,18.176022,23.355061,28.035311,18.551081,23.530121,24.700160,20.870981,27.596968,25.392745,24.322203,24.135927,28.160835,23.845517,19.452830,13.484989,24.298467,21.008997,25.851522,26.157618,23.748123,26.982311,22.909854,24.809187,24.939549,21.759159,19.505870,21.278669,23.887633,21.025861,24.056499,20.643385,15.524904,23.445407,25.871710,24.591965,19.828105,27.559236,15.300211,19.396654,22.317350,19.971233,20.697032,24.352715,24.668096,20.115766,23.498684,20.538820,22.071155,20.935410,25.162576,25.090129,23.706441,20.606842,20.498311,21.803032,26.287877,21.902654,24.749289,21.337445,25.062562,21.725358
UBND phường Khương Thượng,28.485705,29.822279,27.179462,28.189837,29.314011,25.319095,27.357159,30.266695,27.061054,26.481918,25.913933,29.914599,25.600499,26.832811,27.833001,25.409837,29.874408,24.956796,21.099855,29.534388,28.048136,30.805860,27.820303,28.997520,25.155296,22.793278,26.311446,28.143641,29.981508,26.853308,25.431826,29.645035,28.014209,24.689962,27.763887,26.571241,23.998073,27.193968,22.816733,28.413020,28.378555,30.480808,25.374335,26.968351,27.662980,24.084381,30.443169,28.670106,24.079710,22.826644,24.249419,23.878785,26.931140,24.081790,25.768761,26.217068,23.401370,26.750172,19.616578,27.878083,29.450728,23.778944,0.000000,25.351710,25.504965,23.621872,23.773758,32.719529,22.716572,28.263508,28.563248,23.616632,28.166985,28.784500,25.650053,25.358930,32.567360,30.380121,22.512557,23.213415,27.784614,24.404989,28.641427,30.420935,25.952896,29.426347,22.240880,27.175367,28.164987,25.548759,21.372345,25.476163,24.815412,24.404656,26.293648,24.304729,24.017283,23.644371,26.816735,26.955995,22.569284,29.156983,24.044756,22.868232,22.676790,24.176013,24.509025,27.404347,23.396239,22.019079,26.431784,27.460403,25.936988,24.530739,29.207825,24.449845,28.788889,22.508024,22.997369,27.162899,26.531583,26.908795,24.965348,25.385749,25.279004,26.849154
WinMart+,29.148892,23.505697,23.389512,24.104054,29.829161,25.801569,21.951285,25.524079,22.801095,23.304274,26.846408,23.810040,21.594967,27.644721,28.609866,21.603731,25.830636,22.817510,18.952775,22.683010,29.067431,26.401124,23.406341,29.922168,24.744017,20.105429,22.227752,25.762363,30.433285,28.275606,21.441592,24.952763,25.643089,23.347362,25.350853,27.715242,17.870040,21.718705,22.651793,24.366842,29.321485,26.201346,20.320794,25.646041,24.257170,25.844427,26.415350,26.283292,21.333659,21.131362,28.985233,24.431038,23.541879,18.663012,27.788707,24.743152,22.297854,24.636052,22.153227,24.034684,27.614044,18.177606,26.304830,0.000000,25.547397,20.729775,26.200493,29.073762,17.694798,24.704603,25.654403,26.196646,26.610760,27.013006,25.607735,25.448944,29.103014,21.654629,13.249701,18.542370,26.461036,24.779262,30.638699,27.163913,24.502736,27.684697,23.750233,25.576620,28.562762,22.075135,19.290905,25.296414,25.089149,20.857536,24.826523,22.548472,15.342398,24.348396,25.431125,23.168716,20.534415,27.543270,17.844910,21.076829,20.468137,22.185673,20.243487,26.162756,24.007752,20.983512,22.309102,21.964750,24.052413,22.801544,23.845538,23.160730,20.926038,18.666616,21.872872,24.816690,25.842398,21.547390,24.392844,21.382531,24.706132,22.836763
Siêu thị B11 Kim Liên,24.430420,25.687670,23.544060,24.365033,24.469671,23.016349,24.129865,26.159242,22.116030,25.359696,20.031101,26.800140,23.047406,22.309631,21.733324,24.706057,26.354592,22.010302,19.123685,26.680456,20.578868,28.123073,24.940552,25.177397,24.823034,20.283753,25.318918,26.290067,25.720483,22.928162,24.455079,26.974415,25.052048,19.880459,24.712480,19.878418,24.463848,24.317517,20.780397,26.034686,21.846248,27.777407,24.461766,26.127051,25.247839,19.858748,27.881190,25.924744,19.532103,23.308105,16.935277,15.040765,24.536917,24.564177,21.815783,23.351580,24.098729,24.004869,17.073498,25.300190,26.189518,24.134552,21.816029,25.447977,0.000000,24.110115,19.336264,30.220870,23.119914,26.041516,26.340913,24.351795,25.477930,25.775198,17.790682,16.432613,30.146658,28.423149,23.351193,23.698200,22.302139,25.147011,24.757263,28.369680,24.134702,26.601232,22.695635,24.976300,25.963863,25.509592,22.817426,25.585111,17.477429,24.822958,24.333475,24.335336,24.146439,21.770757,24.248208,22.422008,23.310150,26.520186,24.096263,23.332256,22.985652,24.332338,24.223244,26.478198,18.428829,22.404609,25.492715,26.377700,25.579865,24.545629,27.619373,24.369328,27.340597,24.913520,23.394052,26.158427,26.194415,26.062031,24.599924,24.994389,24.928420,26.073346
WinMart+,29.005604,30.463426,27.634000,28.702574,30.045164,22.030511,27.781482,30.951340,27.641919,22.232185,26.495074,22.590312,19.589850,27.342109,28.575335,20.385560,30.418899,25.600723,17.320004,21.609136,28.886822,24.960604,22.474449,30.033671,21.789869,18.239523,21.192292,28.584795,30.567828,27.875505,20.809666,30.086275,28.392434,21.157855,28.147357,27.362416,17.835738,21.072474,19.682010,28.764958,29.160148,24.836985,19.841127,27.367514,23.410499,24.933946,25.088023,29.043049,19.750976,20.482724,28.927935,24.309025,22.810238,19.361112,27.448198,26.537459,18.267050,27.070567,20.335344,23.356867,29.912832,18.005996,25.449645,23.521804,25.243008,0.000000,26.029774,27.512176,17.636365,23.840411,28.863108,24.568621,28.514069,29.194572,25.346424,24.017294,27.699978,21.153801,15.052397,20.503491,24.625731,23.383301,30.940175,25.983647,23.939482,29.825898,21.737876,25.001379,28.470034,18.826228,16.872848,24.222208,23.599711,18.564015,24.212774,21.362935,21.057613,22.827287,27.116758,23.745081,18.614123,29.525380,21.747960,19.654263,18.558120,20.706274,18.590758,25.619424,22.867885,20.201817,24.578105,20.852244,22.927556,21.627624,22.779593,22.466449,19.609479,17.544905,20.860633,24.262504,26.675397,20.457592,25.077539,23.527176,25.396457,22.069890
Cà Phê Big One,25.795124,27.357240,24.646109,25.612030,26.352090,24.569362,25.090686,27.908252,23.708246,26.844827,21.613103,27.882648,25.284782,20.528842,23.776645,25.964785,27.717355,25.606391,21.872119,27.657882,22.691089,29.118131,25.838307,24.857405,26.270979,24.949188,26.677571,23.705335,24.766140,23.486979,25.615068,27.907172,24.223371,24.160747,23.847567,22.587557,25.533344,25.344108,25.736520,26.817515,17.381004,28.823960,25.526299,23.687647,26.009635,21.667479,28.875555,25.207731,23.702552,24.138141,20.026235,19.117114,25.262175,25.813462,13.569493,22.300315,25.578468,23.227600,19.297103,26.316963,28.045301,25.341992,25.706795,26.663023,19.829579,25.912028,0.000000,31.483633,24.744189,26.774395,29.215261,26.093089,24.552043,24.713244,20.099354,20.573223,31.413344,29.254228,24.956798,25.038819,23.306230,26.831448,24.614511,29.137078,23.677683,25.638985,23.414620,24.802934,25.358458,27.016495,24.646273,27.149873,22.006595,26.364250,23.966837,25.764492,25.639606,22.791183,26.650365,23.227396,25.100671,29.720180,25.461852,25.057184,25.314019,25.898864,26.059368,27.778548,19.338642,23.765187,27.259944,27.714966,26.808906,25.927981,26.934565,25.605434,26.749541,24.593304,24.640695,25.777422,25.994603,25.821903,24.354657,24.958726,24.705087,25.975267
