,depot,WinMart+,Trường Mầm non Thịnh Liệt (cơ sở Giáp Nh,Trường Mầm non Hoa Mai,Trường mầm non Vườn Hồng,WinMart+,WinMart+,Siêu thị Đức Thành,WinMart+,Siêu Thị T-Mart,Trường Trung học cơ sở Tân Định,Trường Tiểu học Hoàng Liệt,WinMart+,WinMart+,Cục Dự trữ Nhà nước khu vực Hà Nội,Trường Mầm Non Đại Từ,WinMart+,Cà Phê Parkland,Trường Mầm non Định Công (Cơ sở 3),Highlands Coffee,WinMart+,WinMart+,Trường Mầm non Hoàng Liệt (cơ sở Tứ Kỳ),WinMart+,WinMart+,Trường Mầm non Sao Mai,KFC,Trường Đại học Công nghệ và Quản lý Hữu ,Không có tên,WinMart+,Không có tên,WinMart+,MM Mega Market Hoàng Mai,Trường Tiểu học Đại Kim,Không có tên,Không có tên,Cà Phê 3k,Không có tên,WinMart+,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,AEON MaxValu Linh Đàm,WinMart+,WinMart+,WinMart+,Trường Mầm Non Hoạ Mi,WinMart+,WinMart+,Trường Tiểu học Chu Văn An,WinMart+,WinMart+,Trường Mầm non A Tứ Hiệp,Cà Phê KOK,Không có tên,Trường Đại học Kinh tế - Kỹ thuật Công n,WinMart+,Trường Quốc tế Singapore,WinMart+,Trường Tiểu học Tam Hiệp,WinMart+,Delícia Coffee & Lounge,UBND phường Khương Thượng,WinMart+,Siêu thị B11 Kim Liên,WinMart+,Cà Phê Big One,Trường Mầm non Đại Thanh,siêu thị 24h ninja mark,Trường Mầm non Tứ Hiệp (điểm Cổ Điển B),WinMart+,Không có tên,Quan an Nam Nhu 1,WinMart+,Taste Tea,WinMart+,WinMart+,Trường Cao đẳng Hà Nội,TK mark,Hội đồng nhân dân - Ủy ban nhân dân phườ,Trung tâm Công nghệ Phần mềm Thủy lợi,WinMart+,Không có tên,Cafe Dinh,Trường Trung học cơ sở Yên Mỹ,WinMart+,Coffee Cây,Trường Mầm non Tứ Hiệp (điểm Đồng Trì),Trường Mầm non Lĩnh Nam (cơ sở 2),Chợ Nhân Chính,Cục Sở hữu Trí tuệ,WinMart+,Kho bạc Nhà nước Đống Đa,Tịnh Cafe,Trường Mầm non Yên Mỹ,WinMart+,5050 Rooftop Cafe & Pub,Thuế cơ sở 4 thành phố Hà Nội,Trường Trung học cơ sở Lĩnh Nam,WinMart+,WinMart+,WinMart+,Cửa Hàng Tiện Lợi BV Mart,Đảng uỷ - HĐND - UBND phường Thanh Xuân,Starbucks,WinMart+,WinMart+,WinMart+,Phường Ô Chợ Dừa,Chợ Xanh Văn Quán,Noble Moment,WinMart+,Co.opmart,WinMart+,9.0cafe,The Coffee House,Cục Tần số vô tuyến điện,Everything Coffee 'N Bagel,Starbucks,Chợ Trung Kính,Trường Mầm non Kim Lan,WinMart+,Trường Trung học cơ sở Văn Đức,Trung tâm Hỗ trợ doanh nghiệp Hà Nội,Trường Mầm non Văn Đức (điểm Chử Xá),WinMart+
WinMart+,34.086947,34.098904,34.392796,35.377579,33.708895,36.759140,32.013070,37.896384,32.938805,32.921092,34.948345,34.014941,28.891671,34.564432,43.498849,29.718141,38.684027,31.974567,24.820518,31.672929,43.695516,39.400077,34.424382,33.878814,30.410943,26.343480,30.245750,39.044938,40.068743,28.482970,30.222255,37.344937,39.264583,24.943304,38.734523,42.152430,28.950585,31.357552,23.480265,37.052804,44.216319,39.209370,28.133941,39.015537,36.754704,27.900623,39.784415,40.171347,0.000000,29.939983,43.891763,38.412577,35.661878,26.795013,42.715401,38.034643,27.882203,37.855561,35.526359,40.499837,42.331555,22.755481,39.826864,34.512470,39.759906,34.169888,41.078159,44.499815,28.414021,37.672361,39.583952,38.940152,41.179227,41.571963,39.800599,39.434042,44.842500,38.067954,25.019823,29.953112,40.043388,38.188468,46.278007,41.755489,38.247517,42.790058,37.268461,39.940244,38.804799,35.332384,31.180310,38.811841,38.989533,34.138514,38.646390,33.363020,24.679774,38.151016,39.399394,36.816952,31.729952,42.726134,29.026796,31.101655,36.012327,32.005689,33.205879,40.157214,38.089800,32.715196,38.008255,33.102538,35.633786,33.676615,40.838433,40.096255,38.432430,33.259681,32.921305,35.205256,41.123641,35.327268,38.880220,34.368167,39.400596,35.148445
Trường Tiểu học Chu Văn An,34.008879,34.013872,33.977266,35.865419,36.272609,33.450147,31.529193,37.969364,34.812117,32.488238,35.934391,33.507762,35.746427,35.466366,36.560633,29.242715,38.669044,35.210278,32.124694,30.586637,38.648527,39.826659,27.490574,37.279303,29.062469,34.941621,27.509149,38.917920,39.881554,35.848712,21.205357,30.901533,38.959240,30.593862,39.795051,38.445007,29.020895,25.661016,30.913470,37.234734,40.254379,29.869974,26.585299,38.899920,29.228670,35.238270,28.658820,40.577141,32.281275,0.000000,39.999179,38.866094,28.315480,32.449811,39.213126,38.047393,31.544325,35.042714,35.189819,27.080150,41.799843,32.365478,36.846652,34.602210,37.043735,34.369153,38.284769,37.124750,34.912414,30.806606,39.854974,36.783232,44.805628,41.169414,40.069696,37.705623,38.267584,29.160839,29.945608,33.570664,37.710368,36.640242,42.240746,35.431045,38.365863,43.763786,36.161051,32.895254,40.331950,36.244375,33.909897,36.971702,37.398767,35.437678,38.890997,35.162220,30.161135,36.882591,41.909412,35.974209,34.316476,44.742795,35.299925,33.968837,36.765001,34.596392,35.233473,37.942372,36.964149,33.756616,38.011574,34.957852,39.684852,35.374698,39.832737,40.938417,38.242957,34.879518,36.721596,36.144726,42.731871,36.309366,40.197181,35.604200,40.717861,36.094975
WinMart+,43.573356,47.645562,41.296213,43.737918,46.881272,41.718940,42.248600,49.935629,40.281473,46.678125,35.341895,48.494456,43.892398,39.337777,41.414055,44.424027,48.580304,44.428813,35.740386,47.682935,38.762282,50.692572,43.751356,43.768072,44.934712,42.587961,46.044334,46.932199,47.725967,34.674610,43.224203,48.016235,43.703956,40.323365,43.105770,39.768408,43.125081,42.685305,43.814195,45.378140,43.070075,50.037197,43.081476,46.360817,43.765795,31.051865,49.918982,45.296991,39.364389,40.143371,0.000000,27.699600,42.271831,43.578822,33.628332,40.060682,43.261748,41.281751,40.463098,44.369132,46.733455,42.406609,45.906074,45.556463,29.316024,44.173130,29.378786,55.174106,41.513038,45.164776,45.386880,44.777361,44.268307,45.378314,33.724433,28.629401,54.665529,49.695635,41.928783,41.868412,34.609716,47.077769,44.028402,49.790032,40.687647,46.880864,35.590272,42.924272,44.524314,46.981427,41.464164,47.672576,35.116558,45.251182,41.298649,43.554768,43.173343,34.398855,41.629020,35.540827,42.315962,46.392810,42.533070,42.016313,42.816865,43.762594,44.094916,48.564118,31.902799,39.230583,46.943991,47.236945,45.487340,43.648575,49.478145,42.755934,48.981014,40.968224,40.944571,47.446774,42.300306,46.610249,39.628358,44.731574,40.200443,46.076425
WinMart+,40.572209,43.515787,39.092048,40.840445,42.043548,39.017277,40.102652,45.082645,37.344235,43.183476,33.469522,45.108749,40.315367,37.181636,37.166551,41.727568,44.827632,32.431144,34.616444,44.781698,34.883843,47.346493,41.601606,30.216104,42.303172,39.905722,43.219569,44.131996,43.864794,31.157050,41.203042,45.257638,41.748750,38.732433,41.184574,33.941354,41.099856,40.785952,41.409831,43.395590,38.026954,46.919155,41.089747,43.797393,42.005418,27.584007,47.005542,43.263496,38.373603,38.796629,27.610115,0.000000,40.733748,38.285649,31.699957,38.702560,37.499596,39.821024,25.228155,42.485243,43.991154,38.066301,32.370261,39.397725,26.304661,37.512563,28.857655,51.453753,36.809466,43.360401,43.761753,37.404256,42.438450,43.121445,26.993820,25.947601,51.272295,47.625649,36.569274,37.384862,29.879299,37.772617,38.176144,47.454202,39.814008,44.528818,31.971250,41.679926,42.940768,38.976634,35.443617,38.525914,31.748401,38.184784,40.338499,38.572851,38.209348,30.994513,40.241799,32.451341,36.546954,44.295385,38.355153,36.889378,36.620774,38.263909,38.598423,40.453410,28.845128,35.885368,40.175698,41.940566,40.301388,38.747563,41.544053,38.951536,41.335086,36.476523,37.173656,39.179844,41.644144,39.691524,39.169409,38.209692,39.724159,40.313144
Trường Mầm non A Tứ Hiệp,39.150267,40.521537,30.798809,40.043297,41.276511,37.780367,33.655004,42.778520,39.674510,37.865297,40.175318,37.871774,39.063277,39.661811,40.653603,37.097986,42.864985,40.618120,35.493671,38.361152,43.188065,26.531466,35.498982,41.879069,37.162373,39.990934,38.696320,42.718523,43.659850,40.577755,33.917275,22.832702,32.280592,38.754349,33.277538,42.327758,39.217002,35.099455,37.844269,32.783914,44.093446,30.804820,37.317187,42.544157,19.458511,39.493659,32.368358,33.026546,39.327458,31.427529,43.797697,42.207004,0.000000,38.784474,42.797372,41.117280,37.413288,31.783960,42.276406,35.497025,45.442959,38.772256,44.375605,39.775498,42.471093,38.963891,41.252681,28.468665,40.495117,19.082358,33.884701,44.063568,44.038209,44.763094,43.351082,42.179614,27.059914,32.892059,35.759205,38.225633,45.924273,44.971866,45.814312,26.862998,28.842035,45.770003,44.321939,27.337941,41.534341,45.016879,42.700764,45.161909,44.672237,44.284952,28.928772,38.866381,35.541649,44.150127,39.739527,45.498256,38.421151,37.643014,39.473103,38.216758,43.106908,38.778087,39.134391,45.605105,40.437005,38.496043,45.038459,38.619725,42.363680,39.018914,46.326281,43.491373,46.105588,38.223915,40.000091,45.342261,41.384862,45.022012,39.223935,44.080500,39.669058,39.027936
Cà Phê KOK,35.690634,36.009040,35.755216,36.885798,35.323249,39.963475,33.679073,39.660094,34.601849,35.428413,36.351605,36.279191,31.235797,35.847513,44.733486,32.464432,40.230737,34.037436,26.769195,34.151328,45.055403,41.196853,36.178037,46.060206,36.039644,28.538251,33.289368,40.330091,41.481833,30.331460,32.515936,38.963252,40.370930,31.348000,39.849417,43.246937,25.263457,33.285534,28.315467,38.330283,45.564370,40.994001,30.455848,40.234073,38.092508,40.400543,41.459646,41.509413,26.344934,32.015613,45.210433,38.806474,36.949183,0.000000,43.644641,38.997945,32.420677,38.827426,35.429740,37.921746,43.619406,25.450282,40.789474,32.608250,40.348565,32.171185,41.770274,46.151189,22.616208,38.934890,40.684789,39.927412,42.186774,42.724634,40.427136,40.060435,46.374035,33.759861,22.419147,27.702075,41.025725,38.752034,47.838557,43.053432,39.066633,43.918089,37.583676,40.905421,39.684510,35.169010,31.633253,39.527965,39.556180,33.769554,39.554363,31.336916,22.915900,38.554841,40.305383,37.021330,33.354379,43.769604,27.497546,29.016320,33.305279,29.735017,30.986132,41.037233,38.338376,32.293658,35.907897,31.241568,33.430934,31.695848,38.185145,33.979711,36.404306,31.712057,31.512103,39.502486,41.578640,33.552618,39.258103,32.852808,39.769972,33.612957
Không có tên,39.720448,42.430605,34.960198,35.314273,40.860943,38.238308,39.509256,38.591486,36.509160,42.223948,29.859045,44.248431,39.353267,33.061426,36.111242,40.938959,34.780683,40.017762,34.242869,44.022126,30.228086,46.492417,41.004873,38.275688,41.528529,39.110965,42.393764,38.651733,40.580926,39.544864,40.557665,44.521332,39.571108,38.194883,38.904479,32.762559,40.453617,40.165675,40.668625,42.837768,28.098321,45.997677,40.459357,36.548654,41.498878,36.632913,46.139117,41.318529,37.566366,38.299174,31.199376,30.093592,40.286778,41.052515,0.000000,36.515207,40.571215,37.786803,37.941435,41.875368,41.621031,40.359259,39.777977,42.341510,31.529978,40.894936,24.638979,50.419101,39.354717,42.842166,42.296450,41.119549,40.538536,40.948323,31.635754,32.669143,50.305963,46.939557,39.562319,39.830293,36.713426,42.204162,37.499940,46.813282,38.559169,42.584294,40.958928,40.306909,42.225234,42.666901,39.013755,42.725880,34.905021,41.635913,38.973597,41.026429,40.710972,36.191739,38.383076,43.584414,39.681865,42.520192,40.469492,39.642434,39.936461,41.004991,41.299035,43.881788,31.067730,37.825879,43.157844,44.102712,42.627111,41.158919,45.585017,40.815862,45.279345,38.968752,39.267460,43.778417,42.700022,43.549550,39.953706,42.087601,40.525096,43.495659
Trường Đại học Kinh tế - Kỹ thuật Công n,37.261392,38.949796,35.402195,34.362002,38.495307,36.866674,49.541748,35.094074,37.047731,38.977288,36.432664,49.544514,37.524866,31.625985,37.870409,38.242902,33.691891,37.998821,34.065278,48.780183,40.211032,47.481532,45.627134,39.511617,39.289892,37.446571,39.310962,27.019665,32.499788,38.142702,43.196336,47.163933,32.368810,46.615645,31.363623,36.924257,47.652604,44.202660,38.648595,43.607042,36.372431,49.417555,38.091400,24.036182,44.015272,37.162058,49.287868,42.633318,36.432030,45.011663,38.083403,35.980508,42.941461,37.781039,35.586291,0.000000,38.025458,35.683041,34.416077,44.893999,24.028373,45.543771,39.616541,38.715942,37.666403,36.981679,35.719273,52.723695,47.186373,44.265546,32.868195,40.161073,24.999624,18.662919,38.221591,37.614837,52.385237,48.816094,39.231279,43.803496,41.639930,40.743027,40.494251,49.152566,37.410010,25.424453,40.088103,39.798872,23.295749,41.013765,38.986010,40.973276,40.757640,40.436453,37.964937,40.003527,39.824788,40.242505,24.045063,41.448165,39.263308,29.120885,39.652210,39.167421,39.419165,40.030443,40.224047,41.617832,36.268069,37.764819,41.288598,41.961891,41.028410,40.123135,42.767777,39.855736,42.594805,38.681332,38.854664,41.692957,36.743640,41.626326,34.683212,40.736776,35.266511,41.648236
WinMart+,44.363217,46.548901,36.412112,37.632301,36.122817,37.027289,36.263304,40.555167,35.421816,39.956379,40.994302,34.663317,32.401790,42.589168,43.672897,32.560559,41.004738,35.062313,27.698242,32.860732,43.916522,39.069576,34.887588,44.992110,34.982182,29.613218,31.939899,40.977430,47.379688,41.842441,31.619709,37.349192,40.916126,29.956297,40.411759,41.759748,25.909342,32.396820,33.961876,39.959962,44.605802,38.985941,29.965697,40.848430,36.829323,37.964118,39.490419,42.294125,27.855229,31.312688,44.202967,37.792333,35.874334,30.489962,42.441222,39.478668,0.000000,39.298502,24.986157,36.723303,44.268123,26.636059,37.826978,30.601719,39.102738,29.689191,40.585445,43.513385,28.468992,37.638515,39.354396,35.104973,42.692212,43.297925,39.245554,38.827086,43.883801,33.076397,24.891068,33.774381,39.456356,35.096369,47.388082,41.228439,38.180197,44.483348,35.638448,39.778546,40.122908,32.157138,29.074110,36.219349,38.229932,31.371424,38.619427,35.072545,34.567741,37.143075,40.752190,36.419753,31.269634,44.294019,35.473940,32.557679,31.181099,34.083867,31.102171,38.793123,37.231041,33.125407,37.869677,34.207599,37.235651,35.328493,36.991710,36.547316,32.490447,29.265607,34.229303,37.670586,41.794760,33.603174,39.431764,36.988350,39.952030,35.912199
Trường Quốc tế Singapore,48.959123,52.800588,42.297184,34.008073,50.513024,46.228251,51.751636,34.600864,46.778605,47.840172,36.084836,51.646206,37.195049,31.382241,48.283039,48.671351,33.189697,37.685982,33.943994,50.215839,51.409763,48.148105,45.305878,39.206629,44.969019,37.204044,48.975919,31.415502,34.042026,37.891604,42.166587,47.677660,34.696850,47.003793,22.246511,39.037436,48.525813,43.542986,44.804521,42.354055,38.605504,51.248140,45.671456,31.990128,43.195373,37.006048,50.953959,38.182589,46.757945,44.833511,40.102385,37.857479,41.719501,45.786249,37.625999,26.973103,43.403014,0.000000,34.370109,44.677181,37.647609,45.567316,41.473290,46.584231,39.371528,44.899424,37.710950,56.149599,47.901210,43.645592,35.492176,45.525132,28.894112,29.845292,40.037398,39.243534,55.426167,49.940415,45.321735,43.454437,43.312587,42.393413,42.364954,50.464075,34.610308,28.016270,41.741655,37.225591,27.266920,42.576837,44.113974,42.607520,42.281200,41.936142,35.153814,44.860016,43.056098,41.771417,28.068466,43.029913,44.500171,32.548795,40.728810,44.381581,40.861476,45.194920,45.445461,43.168167,37.767254,41.360694,42.754942,44.361466,46.138249,44.937362,44.154105,45.387529,48.860379,45.158637,42.827792,43.116986,37.337650,46.896685,35.347838,45.535467,35.884092,45.850343
WinMart+,40.206138,42.385036,39.077910,40.427629,41.137717,30.354002,39.906110,43.506152,37.724875,33.224087,35.554508,43.894999,29.564106,38.181095,37.673454,32.636774,43.561629,26.761119,26.774006,43.739211,37.183884,45.834754,41.158332,37.279433,30.731194,25.994871,34.820457,41.426044,43.416798,23.643155,34.215620,44.181665,41.782795,27.806554,41.304013,34.734530,25.640437,40.468028,28.208492,42.755326,38.555695,45.512532,34.140657,39.692478,41.579735,20.075531,45.663489,43.074857,26.691900,32.907067,38.142439,31.342081,40.497164,27.312659,36.932855,39.143480,25.168307,40.107325,0.000000,41.962734,43.649295,26.153373,25.334557,29.741938,32.707418,26.373241,35.899918,49.353217,26.601461,42.763960,43.558177,26.936332,42.373313,42.944434,32.947158,36.088294,49.318167,46.538106,34.150698,35.409395,35.628367,33.691725,42.454621,46.284387,39.993679,44.146609,32.034353,41.668461,42.825410,35.617436,32.629184,34.612873,35.398841,35.168655,40.457788,36.507319,36.124147,34.355414,40.458930,36.484761,33.981094,43.983380,36.616009,34.642496,33.862973,35.947844,36.297232,37.203032,35.128064,34.390993,37.458710,39.953374,38.257138,36.718184,41.066139,37.399681,40.865902,34.500573,35.514305,38.609998,41.653769,39.231841,39.308424,37.733913,39.828442,39.938037
Trường Tiểu học Tam Hiệp,49.934060,53.575460,47.670189,48.829670,51.492585,47.402164,52.503360,52.462305,47.895366,48.979277,49.201943,49.859084,47.979922,48.072764,49.417198,27.336224,51.468233,48.681859,42.349894,48.988824,52.335829,50.061014,24.416355,49.487439,26.903515,47.501448,25.902558,50.108748,51.527401,47.934288,23.572211,43.322344,44.038529,30.326889,44.686671,50.518053,29.508899,22.386967,30.553696,47.411536,51.928260,26.695218,27.394239,49.606755,38.322265,46.116227,23.990598,46.057817,40.467721,26.677443,51.738244,49.380912,36.291726,31.460215,50.046359,46.847444,30.989727,41.886145,47.984281,0.000000,52.539657,42.842661,51.725431,32.823469,48.986396,32.906891,48.048042,42.984917,43.696449,37.306072,44.434831,34.722775,49.669883,51.009337,50.428778,48.458987,44.233302,25.646060,40.872471,36.877553,52.534696,51.454160,53.243051,40.001535,34.459899,51.786322,50.845361,34.799318,46.768739,42.291476,40.050781,51.608647,50.576005,41.163143,34.874720,45.596369,45.313022,50.046145,47.424658,51.750023,40.558433,46.946987,40.562818,40.377877,42.081257,41.060353,41.424857,51.749900,45.959209,39.082771,50.795571,43.669268,44.703161,42.632721,44.259875,46.616003,43.239702,40.155992,41.051079,50.946644,45.848763,41.553554,42.990287,40.612820,43.484958,40.999667
WinMart+,45.151940,48.232633,43.097378,43.802228,50.053534,44.599044,52.095491,48.522151,44.589970,47.388342,45.981290,49.037694,46.619710,39.116607,46.540723,45.486008,48.370488,46.875841,39.221954,48.308262,50.938619,50.762087,45.011019,48.289782,46.558961,45.207663,46.667769,36.769582,48.636827,45.953405,44.199255,48.534996,40.795000,42.320020,39.505560,44.908292,44.146150,43.749771,45.672583,45.059906,44.672949,50.086213,44.092544,30.461107,44.788550,43.558012,49.990010,43.940982,41.708070,41.492381,46.143648,42.259308,43.457909,43.628865,42.393689,24.687652,43.971019,45.687925,39.018981,45.023310,0.000000,42.744255,47.515172,44.581889,43.826183,42.107864,46.335145,54.177188,40.790793,45.935674,42.037187,46.348744,36.637529,35.365710,45.196673,43.395956,53.788931,49.672446,44.320658,43.966434,49.205570,47.814769,48.830489,49.939889,42.922929,42.803522,46.955027,46.413418,30.868662,47.676056,44.356299,48.071473,47.122248,46.581057,43.836496,45.052520,44.821050,46.427460,32.350593,48.413166,44.553928,42.536744,44.161026,44.129429,44.953321,45.357599,45.580023,48.504875,40.968333,41.451961,47.512623,47.565403,46.391657,45.151713,49.030919,44.174828,48.704806,43.204879,43.029640,47.808689,40.326083,47.179992,37.375877,45.937091,38.100412,46.698191
Delícia Coffee & Lounge,34.741136,34.886657,34.616498,36.359086,36.817181,34.440619,32.487803,38.377863,35.429530,33.842453,36.441575,34.850240,36.456543,35.981160,37.006254,30.856422,39.006720,28.931892,24.087536,32.374025,39.012678,40.409725,35.083979,37.751756,26.566420,25.047249,31.082370,39.211049,40.125620,26.674251,30.835941,38.126580,39.371987,23.671480,40.165005,38.408920,26.260896,31.961580,23.047697,37.656653,40.289858,40.249459,28.567006,39.176864,37.368416,36.031335,40.788259,40.955400,22.009987,30.470022,40.031159,38.433116,36.208911,25.302244,39.233495,38.311835,30.933433,35.545421,32.547570,41.481417,41.939520,0.000000,35.628511,28.474490,39.530701,29.779708,38.289984,45.827478,30.530632,38.297616,40.201447,34.163081,44.914452,41.328811,39.634994,39.310366,46.102351,38.844746,31.682862,21.968447,39.725787,34.324054,42.307130,42.587790,38.668726,43.923115,37.470042,40.575749,40.595903,35.545923,31.764001,34.854473,38.934815,34.390729,39.184573,33.982107,25.494531,38.222425,42.121718,40.289148,32.409930,44.870168,25.094331,31.811104,36.551750,32.744060,33.889904,39.928303,40.178135,32.880207,38.503600,33.691930,36.239169,34.286453,41.274860,41.199858,38.936949,33.774767,33.413626,35.668747,42.822648,35.850412,40.314730,34.847242,40.826333,35.619030
UBND phường Khương Thượng,45.492002,48.028251,43.811699,45.552537,47.659797,41.074301,44.281245,49.347395,43.946602,43.086649,42.105533,48.537138,41.635470,43.540370,45.296079,41.333313,48.577008,40.595825,34.266509,47.974117,45.613325,50.036390,45.188193,47.202047,40.944268,37.075119,43.135384,45.739119,48.798136,43.694479,41.454440,48.189231,45.541986,40.197516,45.140148,43.249435,39.072687,44.271157,37.141068,46.200355,46.177348,49.593646,41.317880,43.853914,44.981956,39.196061,49.535397,46.639215,39.171126,37.149348,39.486614,38.858477,43.796733,39.185140,41.920979,42.630419,38.082734,43.500495,31.921766,45.406060,47.914024,38.704025,0.000000,41.264693,41.501375,38.527800,38.800041,53.292284,37.215175,45.980572,46.467675,38.481284,45.820633,46.827238,41.758797,41.282297,53.072875,49.458252,36.648603,37.791523,45.257044,39.747403,46.661371,49.503816,42.237297,47.877474,36.229425,44.267404,45.822163,41.609436,34.784951,41.536682,40.403617,39.754427,42.804885,39.821991,39.255908,38.499890,43.635278,43.955622,36.761830,47.443467,39.251139,37.327891,36.965344,39.450482,39.941745,44.718103,38.081585,35.866588,43.103200,44.830641,42.382194,39.982020,47.679750,39.954526,47.055733,36.712296,37.450947,44.253033,43.187231,43.842172,40.635894,41.348168,41.147675,43.805412
WinMart+,46.615479,38.018396,37.707113,38.954214,48.704005,41.986534,35.536094,41.794235,37.114778,38.080614,43.713791,38.640369,35.239554,44.867954,46.754174,35.246793,42.073302,37.207154,30.788270,36.855355,47.324120,42.894043,38.029255,48.877159,40.401852,32.730471,36.605543,41.882934,49.653498,46.067301,35.107926,40.576494,41.702383,38.123713,41.232199,45.198444,29.179954,35.443882,36.943600,39.637072,47.730630,42.647641,33.188291,41.720649,39.459860,42.079663,42.998747,42.773518,34.717843,34.403913,47.334591,39.773181,38.300390,30.380014,45.225091,40.249795,36.301228,40.078408,36.063747,39.293915,44.944027,29.600067,43.048794,0.000000,41.587739,33.966106,42.958036,47.527802,29.123965,40.209712,41.755082,42.883166,43.309946,43.966476,41.732032,41.450978,47.647787,35.277547,21.579996,30.208986,43.263955,40.486173,50.144609,44.226649,39.897864,45.067032,38.846833,41.833385,46.494243,36.064166,31.414257,41.438205,40.895303,34.117439,40.439183,37.121342,25.196711,39.696608,41.404883,37.959873,33.566363,44.844695,29.269987,34.569012,33.525171,36.377207,33.149286,42.898879,39.102996,34.300542,36.556755,36.033498,39.495096,37.344960,39.117143,38.034384,34.372746,30.596685,35.656065,40.601319,42.097405,35.271003,39.734529,34.922796,40.246139,37.443637
Siêu thị B11 Kim Liên,39.182932,41.669264,38.013580,39.465009,40.069238,37.562599,39.068899,42.959933,36.104513,41.561591,32.712453,43.501961,37.721375,36.217095,35.622768,40.428985,43.055346,35.999272,31.074673,43.362521,33.605117,45.705101,40.533765,41.252248,40.655043,33.121563,41.827322,42.755543,42.094192,37.470751,40.168134,43.880684,40.756632,32.564424,40.209557,32.519671,40.073116,39.810618,33.998956,42.368563,35.660028,45.308123,40.079564,42.522715,41.090239,32.436920,45.475590,42.209902,31.800960,38.062826,27.745794,24.542540,39.938973,40.043421,35.521920,38.004864,39.323731,39.071009,27.844309,41.497907,42.647126,39.427527,35.820135,41.573633,0.000000,39.635722,31.808965,49.566697,38.181357,42.409685,42.896624,39.996188,41.489888,41.975671,29.088671,26.853819,49.522202,46.458154,38.154324,38.737834,36.587367,41.225983,40.656653,46.219246,39.323557,43.330739,37.248080,40.990655,42.291106,41.816856,37.181219,42.054793,28.584952,40.743161,39.745617,40.202723,39.793433,35.615874,39.506446,36.864043,38.235627,43.209513,39.661731,38.402084,37.780223,40.036999,39.805290,43.568960,30.038556,36.751800,41.920883,43.426203,42.152443,40.343798,45.469065,40.162012,45.069848,40.981799,38.270509,42.949111,42.705252,42.813513,40.104310,40.967179,40.641284,42.904006
WinMart+,46.345076,49.035527,44.554834,46.389577,48.812129,35.744361,44.973387,50.423725,44.894245,36.165752,43.053219,36.655486,31.862495,44.369302,46.507632,33.162700,49.465147,41.645716,28.129117,35.102048,46.979333,40.543746,36.506313,48.891443,35.468388,29.669144,34.714137,46.457128,49.754377,45.359117,33.906318,48.907311,46.157571,34.448176,45.764250,44.538491,29.040428,34.306572,32.039240,46.773203,47.449836,40.411389,32.309024,44.503519,38.067572,40.579272,40.822241,47.246201,32.129662,33.335142,47.106267,39.559022,37.095488,31.504030,44.653364,43.151861,29.727564,44.021947,33.091656,38.043404,48.666064,29.307963,41.461310,38.286669,41.075295,0.000000,42.444446,44.811700,28.867491,38.784625,46.955236,40.029129,46.385008,47.494081,41.264530,39.098151,45.131671,34.437919,24.503992,33.379703,40.112300,38.083888,50.407355,42.282688,38.960183,48.527218,35.410629,40.726734,46.318172,30.661274,27.461453,39.468067,38.424188,30.240623,39.417068,34.971195,34.387569,37.169182,44.122841,38.692206,30.319563,48.042138,35.469628,32.052540,30.238453,33.757634,30.290451,41.767084,37.220461,32.906108,40.050140,34.011073,37.430152,35.239649,37.151584,36.679349,32.022128,28.591306,33.969886,39.526736,43.419283,33.330482,40.816612,38.319668,41.336940,35.973983
Cà Phê Big One,41.221264,44.021370,39.740155,41.396706,42.795255,39.864437,40.618844,45.444428,38.505769,43.669219,35.120435,45.243552,41.125157,33.313519,38.697369,42.238751,45.072083,41.654848,35.522368,44.927927,36.903033,47.297125,41.970614,40.464823,42.762264,40.583271,43.678042,38.526815,40.310814,38.217840,41.735480,45.364942,39.379837,39.336969,38.773191,36.766037,41.573397,41.260544,41.894686,43.606413,28.282446,46.898164,41.566277,38.519375,42.293841,35.262936,46.984858,41.006816,38.557631,39.283960,32.610426,31.109809,41.082808,42.002897,22.075040,36.261813,41.625785,37.772386,31.401919,42.864346,45.627457,41.248293,41.879797,43.399334,32.266383,42.225293,0.000000,51.279759,40.481778,43.557323,47.527655,42.512277,39.939429,40.203406,32.721785,33.491090,51.181117,47.624660,40.627009,40.762729,37.962472,43.699230,40.101088,47.413703,38.533700,41.714623,38.141495,40.402919,41.255513,43.999753,40.112674,44.237820,35.829905,42.946560,39.016243,42.155776,41.849259,37.109832,43.363382,37.848000,40.884504,48.358472,41.506015,40.843243,41.245649,42.206331,42.458393,45.269570,31.475563,38.709561,44.419239,45.181720,43.744510,42.245544,43.905708,41.782921,43.659570,40.076285,40.124349,41.993571,42.310087,42.069109,39.639040,40.650202,40.210609,42.329167
